"id.A","id.B","relationship","survey.date"
80,27,"FacebookAllTaggedPhotos","2009-03-05"
22,27,"FacebookAllTaggedPhotos","2009-03-05"
24,27,"FacebookAllTaggedPhotos","2009-03-05"
28,27,"FacebookAllTaggedPhotos","2009-03-05"
37,27,"FacebookAllTaggedPhotos","2009-03-05"
43,27,"FacebookAllTaggedPhotos","2009-03-05"
62,27,"FacebookAllTaggedPhotos","2009-03-05"
57,27,"FacebookAllTaggedPhotos","2009-03-05"
18,27,"FacebookAllTaggedPhotos","2009-03-05"
70,27,"FacebookAllTaggedPhotos","2009-03-05"
58,27,"BlogLivejournalTwitter","2009-03-05"
65,27,"BlogLivejournalTwitter","2009-03-05"
11,27,"BlogLivejournalTwitter","2009-03-05"
4,27,"BlogLivejournalTwitter","2009-03-05"
72,27,"BlogLivejournalTwitter","2009-03-05"
31,27,"BlogLivejournalTwitter","2009-03-05"
23,27,"BlogLivejournalTwitter","2009-03-05"
16,27,"BlogLivejournalTwitter","2009-03-05"
21,27,"BlogLivejournalTwitter","2009-03-05"
14,27,"BlogLivejournalTwitter","2009-03-05"
22,27,"BlogLivejournalTwitter","2009-03-05"
24,27,"BlogLivejournalTwitter","2009-03-05"
28,27,"BlogLivejournalTwitter","2009-03-05"
37,27,"BlogLivejournalTwitter","2009-03-05"
43,27,"BlogLivejournalTwitter","2009-03-05"
62,27,"BlogLivejournalTwitter","2009-03-05"
57,27,"BlogLivejournalTwitter","2009-03-05"
18,27,"BlogLivejournalTwitter","2009-03-05"
70,27,"BlogLivejournalTwitter","2009-03-05"
22,60,"CloseFriend","2009-03-05"
12,60,"CloseFriend","2009-03-05"
28,60,"CloseFriend","2009-03-05"
65,60,"SocializeTwicePerWeek","2009-03-05"
80,60,"SocializeTwicePerWeek","2009-03-05"
71,60,"SocializeTwicePerWeek","2009-03-05"
44,60,"SocializeTwicePerWeek","2009-03-05"
18,60,"SocializeTwicePerWeek","2009-03-05"
36,60,"PoliticalDiscussant","2009-03-05"
42,60,"PoliticalDiscussant","2009-03-05"
22,60,"PoliticalDiscussant","2009-03-05"
71,60,"PoliticalDiscussant","2009-03-05"
44,60,"PoliticalDiscussant","2009-03-05"
18,60,"PoliticalDiscussant","2009-03-05"
65,60,"FacebookAllTaggedPhotos","2009-03-05"
23,60,"FacebookAllTaggedPhotos","2009-03-05"
21,60,"FacebookAllTaggedPhotos","2009-03-05"
14,60,"FacebookAllTaggedPhotos","2009-03-05"
80,60,"FacebookAllTaggedPhotos","2009-03-05"
42,60,"FacebookAllTaggedPhotos","2009-03-05"
22,60,"FacebookAllTaggedPhotos","2009-03-05"
71,60,"FacebookAllTaggedPhotos","2009-03-05"
20,60,"FacebookAllTaggedPhotos","2009-03-05"
40,60,"FacebookAllTaggedPhotos","2009-03-05"
12,60,"FacebookAllTaggedPhotos","2009-03-05"
28,60,"FacebookAllTaggedPhotos","2009-03-05"
37,60,"FacebookAllTaggedPhotos","2009-03-05"
43,60,"FacebookAllTaggedPhotos","2009-03-05"
62,60,"FacebookAllTaggedPhotos","2009-03-05"
46,60,"FacebookAllTaggedPhotos","2009-03-05"
26,60,"FacebookAllTaggedPhotos","2009-03-05"
44,60,"FacebookAllTaggedPhotos","2009-03-05"
18,60,"FacebookAllTaggedPhotos","2009-03-05"
70,60,"FacebookAllTaggedPhotos","2009-03-05"
65,60,"BlogLivejournalTwitter","2009-03-05"
72,60,"BlogLivejournalTwitter","2009-03-05"
36,60,"BlogLivejournalTwitter","2009-03-05"
23,60,"BlogLivejournalTwitter","2009-03-05"
21,60,"BlogLivejournalTwitter","2009-03-05"
14,60,"BlogLivejournalTwitter","2009-03-05"
42,60,"BlogLivejournalTwitter","2009-03-05"
22,60,"BlogLivejournalTwitter","2009-03-05"
71,60,"BlogLivejournalTwitter","2009-03-05"
20,60,"BlogLivejournalTwitter","2009-03-05"
12,60,"BlogLivejournalTwitter","2009-03-05"
28,60,"BlogLivejournalTwitter","2009-03-05"
37,60,"BlogLivejournalTwitter","2009-03-05"
43,60,"BlogLivejournalTwitter","2009-03-05"
62,60,"BlogLivejournalTwitter","2009-03-05"
46,60,"BlogLivejournalTwitter","2009-03-05"
26,60,"BlogLivejournalTwitter","2009-03-05"
44,60,"BlogLivejournalTwitter","2009-03-05"
18,60,"BlogLivejournalTwitter","2009-03-05"
70,60,"BlogLivejournalTwitter","2009-03-05"
9,42,"CloseFriend","2009-03-05"
5,42,"CloseFriend","2009-03-05"
36,42,"CloseFriend","2009-03-05"
20,42,"CloseFriend","2009-03-05"
28,42,"CloseFriend","2009-03-05"
6,42,"SocializeTwicePerWeek","2009-03-05"
65,42,"SocializeTwicePerWeek","2009-03-05"
9,42,"SocializeTwicePerWeek","2009-03-05"
5,42,"SocializeTwicePerWeek","2009-03-05"
60,42,"SocializeTwicePerWeek","2009-03-05"
36,42,"SocializeTwicePerWeek","2009-03-05"
80,42,"SocializeTwicePerWeek","2009-03-05"
71,42,"SocializeTwicePerWeek","2009-03-05"
20,42,"SocializeTwicePerWeek","2009-03-05"
46,42,"SocializeTwicePerWeek","2009-03-05"
59,42,"SocializeTwicePerWeek","2009-03-05"
44,42,"SocializeTwicePerWeek","2009-03-05"
9,42,"PoliticalDiscussant","2009-03-05"
5,42,"PoliticalDiscussant","2009-03-05"
60,42,"PoliticalDiscussant","2009-03-05"
35,42,"PoliticalDiscussant","2009-03-05"
36,42,"PoliticalDiscussant","2009-03-05"
22,42,"PoliticalDiscussant","2009-03-05"
71,42,"PoliticalDiscussant","2009-03-05"
20,42,"PoliticalDiscussant","2009-03-05"
77,42,"PoliticalDiscussant","2009-03-05"
46,42,"PoliticalDiscussant","2009-03-05"
44,42,"PoliticalDiscussant","2009-03-05"
6,42,"FacebookAllTaggedPhotos","2009-03-05"
65,42,"FacebookAllTaggedPhotos","2009-03-05"
9,42,"FacebookAllTaggedPhotos","2009-03-05"
5,42,"FacebookAllTaggedPhotos","2009-03-05"
4,42,"FacebookAllTaggedPhotos","2009-03-05"
35,42,"FacebookAllTaggedPhotos","2009-03-05"
23,42,"FacebookAllTaggedPhotos","2009-03-05"
21,42,"FacebookAllTaggedPhotos","2009-03-05"
14,42,"FacebookAllTaggedPhotos","2009-03-05"
80,42,"FacebookAllTaggedPhotos","2009-03-05"
22,42,"FacebookAllTaggedPhotos","2009-03-05"
71,42,"FacebookAllTaggedPhotos","2009-03-05"
20,42,"FacebookAllTaggedPhotos","2009-03-05"
40,42,"FacebookAllTaggedPhotos","2009-03-05"
28,42,"FacebookAllTaggedPhotos","2009-03-05"
37,42,"FacebookAllTaggedPhotos","2009-03-05"
43,42,"FacebookAllTaggedPhotos","2009-03-05"
62,42,"FacebookAllTaggedPhotos","2009-03-05"
46,42,"FacebookAllTaggedPhotos","2009-03-05"
44,42,"FacebookAllTaggedPhotos","2009-03-05"
18,42,"FacebookAllTaggedPhotos","2009-03-05"
70,42,"FacebookAllTaggedPhotos","2009-03-05"
6,42,"BlogLivejournalTwitter","2009-03-05"
65,42,"BlogLivejournalTwitter","2009-03-05"
9,42,"BlogLivejournalTwitter","2009-03-05"
5,42,"BlogLivejournalTwitter","2009-03-05"
72,42,"BlogLivejournalTwitter","2009-03-05"
36,42,"BlogLivejournalTwitter","2009-03-05"
23,42,"BlogLivejournalTwitter","2009-03-05"
21,42,"BlogLivejournalTwitter","2009-03-05"
14,42,"BlogLivejournalTwitter","2009-03-05"
22,42,"BlogLivejournalTwitter","2009-03-05"
71,42,"BlogLivejournalTwitter","2009-03-05"
20,42,"BlogLivejournalTwitter","2009-03-05"
28,42,"BlogLivejournalTwitter","2009-03-05"
37,42,"BlogLivejournalTwitter","2009-03-05"
43,42,"BlogLivejournalTwitter","2009-03-05"
62,42,"BlogLivejournalTwitter","2009-03-05"
46,42,"BlogLivejournalTwitter","2009-03-05"
44,42,"BlogLivejournalTwitter","2009-03-05"
18,42,"BlogLivejournalTwitter","2009-03-05"
70,42,"BlogLivejournalTwitter","2009-03-05"
6,46,"CloseFriend","2009-03-05"
23,46,"CloseFriend","2009-03-05"
14,46,"CloseFriend","2009-03-05"
71,46,"CloseFriend","2009-03-05"
28,46,"CloseFriend","2009-03-05"
46,46,"CloseFriend","2009-03-05"
44,46,"CloseFriend","2009-03-05"
29,46,"SocializeTwicePerWeek","2009-03-05"
65,46,"SocializeTwicePerWeek","2009-03-05"
68,46,"SocializeTwicePerWeek","2009-03-05"
5,46,"SocializeTwicePerWeek","2009-03-05"
38,46,"SocializeTwicePerWeek","2009-03-05"
36,46,"SocializeTwicePerWeek","2009-03-05"
23,46,"SocializeTwicePerWeek","2009-03-05"
76,46,"SocializeTwicePerWeek","2009-03-05"
14,46,"SocializeTwicePerWeek","2009-03-05"
80,46,"SocializeTwicePerWeek","2009-03-05"
71,46,"SocializeTwicePerWeek","2009-03-05"
67,46,"SocializeTwicePerWeek","2009-03-05"
40,46,"SocializeTwicePerWeek","2009-03-05"
28,46,"SocializeTwicePerWeek","2009-03-05"
43,46,"SocializeTwicePerWeek","2009-03-05"
62,46,"SocializeTwicePerWeek","2009-03-05"
77,46,"SocializeTwicePerWeek","2009-03-05"
46,46,"SocializeTwicePerWeek","2009-03-05"
79,46,"SocializeTwicePerWeek","2009-03-05"
59,46,"SocializeTwicePerWeek","2009-03-05"
44,46,"SocializeTwicePerWeek","2009-03-05"
18,46,"SocializeTwicePerWeek","2009-03-05"
70,46,"SocializeTwicePerWeek","2009-03-05"
6,46,"PoliticalDiscussant","2009-03-05"
29,46,"PoliticalDiscussant","2009-03-05"
68,46,"PoliticalDiscussant","2009-03-05"
60,46,"PoliticalDiscussant","2009-03-05"
36,46,"PoliticalDiscussant","2009-03-05"
23,46,"PoliticalDiscussant","2009-03-05"
14,46,"PoliticalDiscussant","2009-03-05"
22,46,"PoliticalDiscussant","2009-03-05"
71,46,"PoliticalDiscussant","2009-03-05"
20,46,"PoliticalDiscussant","2009-03-05"
67,46,"PoliticalDiscussant","2009-03-05"
43,46,"PoliticalDiscussant","2009-03-05"
77,46,"PoliticalDiscussant","2009-03-05"
10,46,"PoliticalDiscussant","2009-03-05"
46,46,"PoliticalDiscussant","2009-03-05"
44,46,"PoliticalDiscussant","2009-03-05"
6,46,"FacebookAllTaggedPhotos","2009-03-05"
65,46,"FacebookAllTaggedPhotos","2009-03-05"
5,46,"FacebookAllTaggedPhotos","2009-03-05"
23,46,"FacebookAllTaggedPhotos","2009-03-05"
14,46,"FacebookAllTaggedPhotos","2009-03-05"
54,46,"FacebookAllTaggedPhotos","2009-03-05"
80,46,"FacebookAllTaggedPhotos","2009-03-05"
42,46,"FacebookAllTaggedPhotos","2009-03-05"
22,46,"FacebookAllTaggedPhotos","2009-03-05"
71,46,"FacebookAllTaggedPhotos","2009-03-05"
20,46,"FacebookAllTaggedPhotos","2009-03-05"
40,46,"FacebookAllTaggedPhotos","2009-03-05"
28,46,"FacebookAllTaggedPhotos","2009-03-05"
37,46,"FacebookAllTaggedPhotos","2009-03-05"
43,46,"FacebookAllTaggedPhotos","2009-03-05"
62,46,"FacebookAllTaggedPhotos","2009-03-05"
75,46,"FacebookAllTaggedPhotos","2009-03-05"
77,46,"FacebookAllTaggedPhotos","2009-03-05"
46,46,"FacebookAllTaggedPhotos","2009-03-05"
26,46,"FacebookAllTaggedPhotos","2009-03-05"
44,46,"FacebookAllTaggedPhotos","2009-03-05"
18,46,"FacebookAllTaggedPhotos","2009-03-05"
70,46,"FacebookAllTaggedPhotos","2009-03-05"
6,46,"BlogLivejournalTwitter","2009-03-05"
65,46,"BlogLivejournalTwitter","2009-03-05"
5,46,"BlogLivejournalTwitter","2009-03-05"
72,46,"BlogLivejournalTwitter","2009-03-05"
36,46,"BlogLivejournalTwitter","2009-03-05"
23,46,"BlogLivejournalTwitter","2009-03-05"
14,46,"BlogLivejournalTwitter","2009-03-05"
42,46,"BlogLivejournalTwitter","2009-03-05"
22,46,"BlogLivejournalTwitter","2009-03-05"
71,46,"BlogLivejournalTwitter","2009-03-05"
20,46,"BlogLivejournalTwitter","2009-03-05"
28,46,"BlogLivejournalTwitter","2009-03-05"
37,46,"BlogLivejournalTwitter","2009-03-05"
43,46,"BlogLivejournalTwitter","2009-03-05"
62,46,"BlogLivejournalTwitter","2009-03-05"
75,46,"BlogLivejournalTwitter","2009-03-05"
77,46,"BlogLivejournalTwitter","2009-03-05"
10,46,"BlogLivejournalTwitter","2009-03-05"
46,46,"BlogLivejournalTwitter","2009-03-05"
26,46,"BlogLivejournalTwitter","2009-03-05"
44,46,"BlogLivejournalTwitter","2009-03-05"
18,46,"BlogLivejournalTwitter","2009-03-05"
70,46,"BlogLivejournalTwitter","2009-03-05"
6,71,"CloseFriend","2009-03-05"
23,71,"CloseFriend","2009-03-05"
14,71,"CloseFriend","2009-03-05"
22,71,"CloseFriend","2009-03-05"
28,71,"CloseFriend","2009-03-05"
77,71,"CloseFriend","2009-03-05"
46,71,"CloseFriend","2009-03-05"
44,71,"CloseFriend","2009-03-05"
29,71,"SocializeTwicePerWeek","2009-03-05"
65,71,"SocializeTwicePerWeek","2009-03-05"
68,71,"SocializeTwicePerWeek","2009-03-05"
5,71,"SocializeTwicePerWeek","2009-03-05"
60,71,"SocializeTwicePerWeek","2009-03-05"
36,71,"SocializeTwicePerWeek","2009-03-05"
23,71,"SocializeTwicePerWeek","2009-03-05"
76,71,"SocializeTwicePerWeek","2009-03-05"
14,71,"SocializeTwicePerWeek","2009-03-05"
22,71,"SocializeTwicePerWeek","2009-03-05"
40,71,"SocializeTwicePerWeek","2009-03-05"
28,71,"SocializeTwicePerWeek","2009-03-05"
43,71,"SocializeTwicePerWeek","2009-03-05"
62,71,"SocializeTwicePerWeek","2009-03-05"
77,71,"SocializeTwicePerWeek","2009-03-05"
46,71,"SocializeTwicePerWeek","2009-03-05"
59,71,"SocializeTwicePerWeek","2009-03-05"
44,71,"SocializeTwicePerWeek","2009-03-05"
18,71,"SocializeTwicePerWeek","2009-03-05"
29,71,"PoliticalDiscussant","2009-03-05"
60,71,"PoliticalDiscussant","2009-03-05"
36,71,"PoliticalDiscussant","2009-03-05"
23,71,"PoliticalDiscussant","2009-03-05"
14,71,"PoliticalDiscussant","2009-03-05"
42,71,"PoliticalDiscussant","2009-03-05"
22,71,"PoliticalDiscussant","2009-03-05"
77,71,"PoliticalDiscussant","2009-03-05"
10,71,"PoliticalDiscussant","2009-03-05"
46,71,"PoliticalDiscussant","2009-03-05"
44,71,"PoliticalDiscussant","2009-03-05"
6,71,"FacebookAllTaggedPhotos","2009-03-05"
65,71,"FacebookAllTaggedPhotos","2009-03-05"
5,71,"FacebookAllTaggedPhotos","2009-03-05"
23,71,"FacebookAllTaggedPhotos","2009-03-05"
14,71,"FacebookAllTaggedPhotos","2009-03-05"
54,71,"FacebookAllTaggedPhotos","2009-03-05"
80,71,"FacebookAllTaggedPhotos","2009-03-05"
42,71,"FacebookAllTaggedPhotos","2009-03-05"
22,71,"FacebookAllTaggedPhotos","2009-03-05"
20,71,"FacebookAllTaggedPhotos","2009-03-05"
40,71,"FacebookAllTaggedPhotos","2009-03-05"
28,71,"FacebookAllTaggedPhotos","2009-03-05"
37,71,"FacebookAllTaggedPhotos","2009-03-05"
43,71,"FacebookAllTaggedPhotos","2009-03-05"
62,71,"FacebookAllTaggedPhotos","2009-03-05"
77,71,"FacebookAllTaggedPhotos","2009-03-05"
46,71,"FacebookAllTaggedPhotos","2009-03-05"
26,71,"FacebookAllTaggedPhotos","2009-03-05"
44,71,"FacebookAllTaggedPhotos","2009-03-05"
18,71,"FacebookAllTaggedPhotos","2009-03-05"
70,71,"FacebookAllTaggedPhotos","2009-03-05"
6,71,"BlogLivejournalTwitter","2009-03-05"
65,71,"BlogLivejournalTwitter","2009-03-05"
5,71,"BlogLivejournalTwitter","2009-03-05"
72,71,"BlogLivejournalTwitter","2009-03-05"
36,71,"BlogLivejournalTwitter","2009-03-05"
23,71,"BlogLivejournalTwitter","2009-03-05"
14,71,"BlogLivejournalTwitter","2009-03-05"
42,71,"BlogLivejournalTwitter","2009-03-05"
22,71,"BlogLivejournalTwitter","2009-03-05"
20,71,"BlogLivejournalTwitter","2009-03-05"
28,71,"BlogLivejournalTwitter","2009-03-05"
37,71,"BlogLivejournalTwitter","2009-03-05"
43,71,"BlogLivejournalTwitter","2009-03-05"
62,71,"BlogLivejournalTwitter","2009-03-05"
77,71,"BlogLivejournalTwitter","2009-03-05"
46,71,"BlogLivejournalTwitter","2009-03-05"
26,71,"BlogLivejournalTwitter","2009-03-05"
44,71,"BlogLivejournalTwitter","2009-03-05"
18,71,"BlogLivejournalTwitter","2009-03-05"
70,71,"BlogLivejournalTwitter","2009-03-05"
9,69,"CloseFriend","2009-03-05"
5,69,"CloseFriend","2009-03-05"
45,69,"CloseFriend","2009-03-05"
28,69,"CloseFriend","2009-03-05"
6,69,"SocializeTwicePerWeek","2009-03-05"
65,69,"SocializeTwicePerWeek","2009-03-05"
9,69,"SocializeTwicePerWeek","2009-03-05"
5,69,"SocializeTwicePerWeek","2009-03-05"
35,69,"SocializeTwicePerWeek","2009-03-05"
45,69,"SocializeTwicePerWeek","2009-03-05"
70,69,"SocializeTwicePerWeek","2009-03-05"
35,69,"PoliticalDiscussant","2009-03-05"
36,69,"PoliticalDiscussant","2009-03-05"
71,69,"PoliticalDiscussant","2009-03-05"
45,69,"PoliticalDiscussant","2009-03-05"
37,69,"PoliticalDiscussant","2009-03-05"
6,69,"FacebookAllTaggedPhotos","2009-03-05"
65,69,"FacebookAllTaggedPhotos","2009-03-05"
9,69,"FacebookAllTaggedPhotos","2009-03-05"
5,69,"FacebookAllTaggedPhotos","2009-03-05"
35,69,"FacebookAllTaggedPhotos","2009-03-05"
23,69,"FacebookAllTaggedPhotos","2009-03-05"
21,69,"FacebookAllTaggedPhotos","2009-03-05"
14,69,"FacebookAllTaggedPhotos","2009-03-05"
80,69,"FacebookAllTaggedPhotos","2009-03-05"
42,69,"FacebookAllTaggedPhotos","2009-03-05"
71,69,"FacebookAllTaggedPhotos","2009-03-05"
40,69,"FacebookAllTaggedPhotos","2009-03-05"
45,69,"FacebookAllTaggedPhotos","2009-03-05"
28,69,"FacebookAllTaggedPhotos","2009-03-05"
37,69,"FacebookAllTaggedPhotos","2009-03-05"
43,69,"FacebookAllTaggedPhotos","2009-03-05"
62,69,"FacebookAllTaggedPhotos","2009-03-05"
46,69,"FacebookAllTaggedPhotos","2009-03-05"
44,69,"FacebookAllTaggedPhotos","2009-03-05"
18,69,"FacebookAllTaggedPhotos","2009-03-05"
70,69,"FacebookAllTaggedPhotos","2009-03-05"
6,69,"BlogLivejournalTwitter","2009-03-05"
65,69,"BlogLivejournalTwitter","2009-03-05"
9,69,"BlogLivejournalTwitter","2009-03-05"
5,69,"BlogLivejournalTwitter","2009-03-05"
72,69,"BlogLivejournalTwitter","2009-03-05"
36,69,"BlogLivejournalTwitter","2009-03-05"
23,69,"BlogLivejournalTwitter","2009-03-05"
21,69,"BlogLivejournalTwitter","2009-03-05"
14,69,"BlogLivejournalTwitter","2009-03-05"
42,69,"BlogLivejournalTwitter","2009-03-05"
71,69,"BlogLivejournalTwitter","2009-03-05"
45,69,"BlogLivejournalTwitter","2009-03-05"
28,69,"BlogLivejournalTwitter","2009-03-05"
37,69,"BlogLivejournalTwitter","2009-03-05"
43,69,"BlogLivejournalTwitter","2009-03-05"
62,69,"BlogLivejournalTwitter","2009-03-05"
46,69,"BlogLivejournalTwitter","2009-03-05"
44,69,"BlogLivejournalTwitter","2009-03-05"
18,69,"BlogLivejournalTwitter","2009-03-05"
70,69,"BlogLivejournalTwitter","2009-03-05"
65,10,"CloseFriend","2009-03-05"
9,10,"CloseFriend","2009-03-05"
45,10,"CloseFriend","2009-03-05"
28,10,"CloseFriend","2009-03-05"
6,10,"SocializeTwicePerWeek","2009-03-05"
65,10,"SocializeTwicePerWeek","2009-03-05"
9,10,"SocializeTwicePerWeek","2009-03-05"
80,10,"SocializeTwicePerWeek","2009-03-05"
45,10,"SocializeTwicePerWeek","2009-03-05"
44,10,"SocializeTwicePerWeek","2009-03-05"
65,10,"PoliticalDiscussant","2009-03-05"
35,10,"PoliticalDiscussant","2009-03-05"
15,10,"PoliticalDiscussant","2009-03-05"
71,10,"PoliticalDiscussant","2009-03-05"
45,10,"PoliticalDiscussant","2009-03-05"
37,10,"PoliticalDiscussant","2009-03-05"
77,10,"PoliticalDiscussant","2009-03-05"
46,10,"PoliticalDiscussant","2009-03-05"
44,10,"PoliticalDiscussant","2009-03-05"
6,10,"FacebookAllTaggedPhotos","2009-03-05"
65,10,"FacebookAllTaggedPhotos","2009-03-05"
9,10,"FacebookAllTaggedPhotos","2009-03-05"
5,10,"FacebookAllTaggedPhotos","2009-03-05"
35,10,"FacebookAllTaggedPhotos","2009-03-05"
23,10,"FacebookAllTaggedPhotos","2009-03-05"
14,10,"FacebookAllTaggedPhotos","2009-03-05"
80,10,"FacebookAllTaggedPhotos","2009-03-05"
71,10,"FacebookAllTaggedPhotos","2009-03-05"
40,10,"FacebookAllTaggedPhotos","2009-03-05"
45,10,"FacebookAllTaggedPhotos","2009-03-05"
28,10,"FacebookAllTaggedPhotos","2009-03-05"
37,10,"FacebookAllTaggedPhotos","2009-03-05"
43,10,"FacebookAllTaggedPhotos","2009-03-05"
62,10,"FacebookAllTaggedPhotos","2009-03-05"
77,10,"FacebookAllTaggedPhotos","2009-03-05"
46,10,"FacebookAllTaggedPhotos","2009-03-05"
26,10,"FacebookAllTaggedPhotos","2009-03-05"
44,10,"FacebookAllTaggedPhotos","2009-03-05"
18,10,"FacebookAllTaggedPhotos","2009-03-05"
70,10,"FacebookAllTaggedPhotos","2009-03-05"
6,10,"BlogLivejournalTwitter","2009-03-05"
65,10,"BlogLivejournalTwitter","2009-03-05"
9,10,"BlogLivejournalTwitter","2009-03-05"
5,10,"BlogLivejournalTwitter","2009-03-05"
72,10,"BlogLivejournalTwitter","2009-03-05"
23,10,"BlogLivejournalTwitter","2009-03-05"
14,10,"BlogLivejournalTwitter","2009-03-05"
1,10,"BlogLivejournalTwitter","2009-03-05"
71,10,"BlogLivejournalTwitter","2009-03-05"
40,10,"BlogLivejournalTwitter","2009-03-05"
45,10,"BlogLivejournalTwitter","2009-03-05"
28,10,"BlogLivejournalTwitter","2009-03-05"
37,10,"BlogLivejournalTwitter","2009-03-05"
43,10,"BlogLivejournalTwitter","2009-03-05"
62,10,"BlogLivejournalTwitter","2009-03-05"
77,10,"BlogLivejournalTwitter","2009-03-05"
46,10,"BlogLivejournalTwitter","2009-03-05"
26,10,"BlogLivejournalTwitter","2009-03-05"
44,10,"BlogLivejournalTwitter","2009-03-05"
18,10,"BlogLivejournalTwitter","2009-03-05"
70,10,"BlogLivejournalTwitter","2009-03-05"
6,18,"CloseFriend","2009-03-05"
29,18,"CloseFriend","2009-03-05"
72,18,"CloseFriend","2009-03-05"
15,18,"CloseFriend","2009-03-05"
23,18,"CloseFriend","2009-03-05"
67,18,"CloseFriend","2009-03-05"
12,18,"CloseFriend","2009-03-05"
28,18,"CloseFriend","2009-03-05"
48,18,"CloseFriend","2009-03-05"
46,18,"CloseFriend","2009-03-05"
26,18,"CloseFriend","2009-03-05"
44,18,"CloseFriend","2009-03-05"
29,18,"SocializeTwicePerWeek","2009-03-05"
65,18,"SocializeTwicePerWeek","2009-03-05"
68,18,"SocializeTwicePerWeek","2009-03-05"
72,18,"SocializeTwicePerWeek","2009-03-05"
60,18,"SocializeTwicePerWeek","2009-03-05"
36,18,"SocializeTwicePerWeek","2009-03-05"
23,18,"SocializeTwicePerWeek","2009-03-05"
76,18,"SocializeTwicePerWeek","2009-03-05"
80,18,"SocializeTwicePerWeek","2009-03-05"
22,18,"SocializeTwicePerWeek","2009-03-05"
71,18,"SocializeTwicePerWeek","2009-03-05"
40,18,"SocializeTwicePerWeek","2009-03-05"
43,18,"SocializeTwicePerWeek","2009-03-05"
62,18,"SocializeTwicePerWeek","2009-03-05"
77,18,"SocializeTwicePerWeek","2009-03-05"
46,18,"SocializeTwicePerWeek","2009-03-05"
79,18,"SocializeTwicePerWeek","2009-03-05"
26,18,"SocializeTwicePerWeek","2009-03-05"
44,18,"SocializeTwicePerWeek","2009-03-05"
6,18,"PoliticalDiscussant","2009-03-05"
29,18,"PoliticalDiscussant","2009-03-05"
65,18,"PoliticalDiscussant","2009-03-05"
72,18,"PoliticalDiscussant","2009-03-05"
60,18,"PoliticalDiscussant","2009-03-05"
36,18,"PoliticalDiscussant","2009-03-05"
15,18,"PoliticalDiscussant","2009-03-05"
22,18,"PoliticalDiscussant","2009-03-05"
71,18,"PoliticalDiscussant","2009-03-05"
20,18,"PoliticalDiscussant","2009-03-05"
40,18,"PoliticalDiscussant","2009-03-05"
77,18,"PoliticalDiscussant","2009-03-05"
46,18,"PoliticalDiscussant","2009-03-05"
26,18,"PoliticalDiscussant","2009-03-05"
44,18,"PoliticalDiscussant","2009-03-05"
6,18,"FacebookAllTaggedPhotos","2009-03-05"
29,18,"FacebookAllTaggedPhotos","2009-03-05"
47,18,"FacebookAllTaggedPhotos","2009-03-05"
65,18,"FacebookAllTaggedPhotos","2009-03-05"
5,18,"FacebookAllTaggedPhotos","2009-03-05"
72,18,"FacebookAllTaggedPhotos","2009-03-05"
23,18,"FacebookAllTaggedPhotos","2009-03-05"
14,18,"FacebookAllTaggedPhotos","2009-03-05"
54,18,"FacebookAllTaggedPhotos","2009-03-05"
80,18,"FacebookAllTaggedPhotos","2009-03-05"
42,18,"FacebookAllTaggedPhotos","2009-03-05"
22,18,"FacebookAllTaggedPhotos","2009-03-05"
71,18,"FacebookAllTaggedPhotos","2009-03-05"
20,18,"FacebookAllTaggedPhotos","2009-03-05"
40,18,"FacebookAllTaggedPhotos","2009-03-05"
12,18,"FacebookAllTaggedPhotos","2009-03-05"
28,18,"FacebookAllTaggedPhotos","2009-03-05"
37,18,"FacebookAllTaggedPhotos","2009-03-05"
43,18,"FacebookAllTaggedPhotos","2009-03-05"
62,18,"FacebookAllTaggedPhotos","2009-03-05"
77,18,"FacebookAllTaggedPhotos","2009-03-05"
48,18,"FacebookAllTaggedPhotos","2009-03-05"
46,18,"FacebookAllTaggedPhotos","2009-03-05"
26,18,"FacebookAllTaggedPhotos","2009-03-05"
44,18,"FacebookAllTaggedPhotos","2009-03-05"
70,18,"FacebookAllTaggedPhotos","2009-03-05"
6,18,"BlogLivejournalTwitter","2009-03-05"
47,18,"BlogLivejournalTwitter","2009-03-05"
65,18,"BlogLivejournalTwitter","2009-03-05"
72,18,"BlogLivejournalTwitter","2009-03-05"
36,18,"BlogLivejournalTwitter","2009-03-05"
23,18,"BlogLivejournalTwitter","2009-03-05"
14,18,"BlogLivejournalTwitter","2009-03-05"
42,18,"BlogLivejournalTwitter","2009-03-05"
22,18,"BlogLivejournalTwitter","2009-03-05"
71,18,"BlogLivejournalTwitter","2009-03-05"
20,18,"BlogLivejournalTwitter","2009-03-05"
40,18,"BlogLivejournalTwitter","2009-03-05"
12,18,"BlogLivejournalTwitter","2009-03-05"
28,18,"BlogLivejournalTwitter","2009-03-05"
37,18,"BlogLivejournalTwitter","2009-03-05"
43,18,"BlogLivejournalTwitter","2009-03-05"
62,18,"BlogLivejournalTwitter","2009-03-05"
75,18,"BlogLivejournalTwitter","2009-03-05"
77,18,"BlogLivejournalTwitter","2009-03-05"
48,18,"BlogLivejournalTwitter","2009-03-05"
46,18,"BlogLivejournalTwitter","2009-03-05"
26,18,"BlogLivejournalTwitter","2009-03-05"
44,18,"BlogLivejournalTwitter","2009-03-05"
70,18,"BlogLivejournalTwitter","2009-03-05"
58,31,"CloseFriend","2009-03-05"
11,31,"CloseFriend","2009-03-05"
4,31,"CloseFriend","2009-03-05"
